category_id,category_name,category_slug,url
142,لائبریری ٹیم میں شمولیت اختیار کریں,%D9%84%D8%A7%D8%A6%D8%A8%D8%B1%DB%8C%D8%B1%DB%8C-%D9%B9%DB%8C%D9%85-%D9%85%DB%8C%DA%BA-%D8%B4%D9%85%D9%88%D9%84%DB%8C%D8%AA-%D8%A7%D8%AE%D8%AA%DB%8C%D8%A7%D8%B1-%DA%A9%D8%B1%DB%8C%DA%BA,https://www.urduweb.org/mehfil/forums/%D9%84%D8%A7%D8%A6%D8%A8%D8%B1%DB%8C%D8%B1%DB%8C-%D9%B9%DB%8C%D9%85-%D9%85%DB%8C%DA%BA-%D8%B4%D9%85%D9%88%D9%84%DB%8C%D8%AA-%D8%A7%D8%AE%D8%AA%DB%8C%D8%A7%D8%B1-%DA%A9%D8%B1%DB%8C%DA%BA.142/
170,تبصرے,%D8%AA%D8%A8%D8%B5%D8%B1%DB%92,https://www.urduweb.org/mehfil/forums/%D8%AA%D8%A8%D8%B5%D8%B1%DB%92.170/
212,ماہِ اُردو لائبریری,%D9%85%D8%A7%DB%81%D9%90-%D8%A7%D9%8F%D8%B1%D8%AF%D9%88-%D9%84%D8%A7%D8%A6%D8%A8%D8%B1%DB%8C%D8%B1%DB%8C,https://www.urduweb.org/mehfil/forums/%D9%85%D8%A7%DB%81%D9%90-%D8%A7%D9%8F%D8%B1%D8%AF%D9%88-%D9%84%D8%A7%D8%A6%D8%A8%D8%B1%DB%8C%D8%B1%DB%8C.212/
213,ذیلی ٹیمیں,%D8%B0%DB%8C%D9%84%DB%8C-%D9%B9%DB%8C%D9%85%DB%8C%DA%BA,https://www.urduweb.org/mehfil/forums/%D8%B0%DB%8C%D9%84%DB%8C-%D9%B9%DB%8C%D9%85%DB%8C%DA%BA.213/
214,میرا بک شیلف,%D9%85%DB%8C%D8%B1%D8%A7-%D8%A8%DA%A9-%D8%B4%DB%8C%D9%84%D9%81,https://www.urduweb.org/mehfil/forums/%D9%85%DB%8C%D8%B1%D8%A7-%D8%A8%DA%A9-%D8%B4%DB%8C%D9%84%D9%81.214/
215,لائبریری ایوارڈز,%D9%84%D8%A7%D8%A6%D8%A8%D8%B1%DB%8C%D8%B1%DB%8C-%D8%A7%DB%8C%D9%88%D8%A7%D8%B1%DA%88%D8%B2,https://www.urduweb.org/mehfil/forums/%D9%84%D8%A7%D8%A6%D8%A8%D8%B1%DB%8C%D8%B1%DB%8C-%D8%A7%DB%8C%D9%88%D8%A7%D8%B1%DA%88%D8%B2.215/
216,اپڈیٹ زون,%D8%A7%D9%BE%DA%88%DB%8C%D9%B9-%D8%B2%D9%88%D9%86,https://www.urduweb.org/mehfil/forums/%D8%A7%D9%BE%DA%88%DB%8C%D9%B9-%D8%B2%D9%88%D9%86.216/
217,ورکنگ زون,%D9%88%D8%B1%DA%A9%D9%86%DA%AF-%D8%B2%D9%88%D9%86,https://www.urduweb.org/mehfil/forums/%D9%88%D8%B1%DA%A9%D9%86%DA%AF-%D8%B2%D9%88%D9%86.217/
218,کچھ ہلکا پھلکا,%DA%A9%DA%86%DA%BE-%DB%81%D9%84%DA%A9%D8%A7-%D9%BE%DA%BE%D9%84%DA%A9%D8%A7,https://www.urduweb.org/mehfil/forums/%DA%A9%DA%86%DA%BE-%DB%81%D9%84%DA%A9%D8%A7-%D9%BE%DA%BE%D9%84%DA%A9%D8%A7.218/
95,لائبریری کے بارے,%D9%84%D8%A7%D8%A6%D8%A8%D8%B1%DB%8C%D8%B1%DB%8C-%DA%A9%DB%92-%D8%A8%D8%A7%D8%B1%DB%92,https://www.urduweb.org/mehfil/forums/%D9%84%D8%A7%D8%A6%D8%A8%D8%B1%DB%8C%D8%B1%DB%8C-%DA%A9%DB%92-%D8%A8%D8%A7%D8%B1%DB%92.95/
195,لائبریری انتظامیہ,%D9%84%D8%A7%D8%A6%D8%A8%D8%B1%DB%8C%D8%B1%DB%8C-%D8%A7%D9%86%D8%AA%D8%B8%D8%A7%D9%85%DB%8C%DB%81,https://www.urduweb.org/mehfil/forums/%D9%84%D8%A7%D8%A6%D8%A8%D8%B1%DB%8C%D8%B1%DB%8C-%D8%A7%D9%86%D8%AA%D8%B8%D8%A7%D9%85%DB%8C%DB%81.195/
206,ای بکس کی تیاری,%D8%A7%DB%8C-%D8%A8%DA%A9%D8%B3-%DA%A9%DB%8C-%D8%AA%DB%8C%D8%A7%D8%B1%DB%8C,https://www.urduweb.org/mehfil/forums/%D8%A7%DB%8C-%D8%A8%DA%A9%D8%B3-%DA%A9%DB%8C-%D8%AA%DB%8C%D8%A7%D8%B1%DB%8C.206/
99,برقیانے کیلئے کتب کی فرمائش,%D8%A8%D8%B1%D9%82%DB%8C%D8%A7%D9%86%DB%92-%DA%A9%DB%8C%D9%84%D8%A6%DB%92-%DA%A9%D8%AA%D8%A8-%DA%A9%DB%8C-%D9%81%D8%B1%D9%85%D8%A7%D8%A6%D8%B4,https://www.urduweb.org/mehfil/forums/%D8%A8%D8%B1%D9%82%DB%8C%D8%A7%D9%86%DB%92-%DA%A9%DB%8C%D9%84%D8%A6%DB%92-%DA%A9%D8%AA%D8%A8-%DA%A9%DB%8C-%D9%81%D8%B1%D9%85%D8%A7%D8%A6%D8%B4.99/
144,تجویز / تجاویز اکاؤنٹ,%D8%AA%D8%AC%D9%88%DB%8C%D8%B2-%D8%AA%D8%AC%D8%A7%D9%88%DB%8C%D8%B2-%D8%A7%DA%A9%D8%A7%D8%A4%D9%86%D9%B9,https://www.urduweb.org/mehfil/forums/%D8%AA%D8%AC%D9%88%DB%8C%D8%B2-%D8%AA%D8%AC%D8%A7%D9%88%DB%8C%D8%B2-%D8%A7%DA%A9%D8%A7%D8%A4%D9%86%D9%B9.144/
145,سروے سیکشن,%D8%B3%D8%B1%D9%88%DB%92-%D8%B3%DB%8C%DA%A9%D8%B4%D9%86,https://www.urduweb.org/mehfil/forums/%D8%B3%D8%B1%D9%88%DB%92-%D8%B3%DB%8C%DA%A9%D8%B4%D9%86.145/
90,قرآن و سنت,%D9%82%D8%B1%D8%A2%D9%86-%D9%88-%D8%B3%D9%86%D8%AA,https://www.urduweb.org/mehfil/forums/%D9%82%D8%B1%D8%A2%D9%86-%D9%88-%D8%B3%D9%86%D8%AA.90/
89,سیرت سرور کائنات,%D8%B3%DB%8C%D8%B1%D8%AA-%D8%B3%D8%B1%D9%88%D8%B1-%DA%A9%D8%A7%D8%A6%D9%86%D8%A7%D8%AA,https://www.urduweb.org/mehfil/forums/%D8%B3%DB%8C%D8%B1%D8%AA-%D8%B3%D8%B1%D9%88%D8%B1-%DA%A9%D8%A7%D8%A6%D9%86%D8%A7%D8%AA.89/
138,تاریخ اور فلسفہ,%D8%AA%D8%A7%D8%B1%DB%8C%D8%AE-%D8%A7%D9%88%D8%B1-%D9%81%D9%84%D8%B3%D9%81%DB%81,https://www.urduweb.org/mehfil/forums/%D8%AA%D8%A7%D8%B1%DB%8C%D8%AE-%D8%A7%D9%88%D8%B1-%D9%81%D9%84%D8%B3%D9%81%DB%81.138/
139,تصوف,%D8%AA%D8%B5%D9%88%D9%81,https://www.urduweb.org/mehfil/forums/%D8%AA%D8%B5%D9%88%D9%81.139/
146,ریفرنس سیکشن,%D8%B1%DB%8C%D9%81%D8%B1%D9%86%D8%B3-%D8%B3%DB%8C%DA%A9%D8%B4%D9%86,https://www.urduweb.org/mehfil/forums/%D8%B1%DB%8C%D9%81%D8%B1%D9%86%D8%B3-%D8%B3%DB%8C%DA%A9%D8%B4%D9%86.146/
148,انسائیکلو پیڈیا,%D8%A7%D9%86%D8%B3%D8%A7%D8%A6%DB%8C%DA%A9%D9%84%D9%88-%D9%BE%DB%8C%DA%88%DB%8C%D8%A7,https://www.urduweb.org/mehfil/forums/%D8%A7%D9%86%D8%B3%D8%A7%D8%A6%DB%8C%DA%A9%D9%84%D9%88-%D9%BE%DB%8C%DA%88%DB%8C%D8%A7.148/
150,لسانیات,%D9%84%D8%B3%D8%A7%D9%86%DB%8C%D8%A7%D8%AA,https://www.urduweb.org/mehfil/forums/%D9%84%D8%B3%D8%A7%D9%86%DB%8C%D8%A7%D8%AA.150/
75,اردو نثر,%D8%A7%D8%B1%D8%AF%D9%88-%D9%86%D8%AB%D8%B1,https://www.urduweb.org/mehfil/forums/%D8%A7%D8%B1%D8%AF%D9%88-%D9%86%D8%AB%D8%B1.75/
82,آپ بیتی و سوانح عمری,%D8%A2%D9%BE-%D8%A8%DB%8C%D8%AA%DB%8C-%D9%88-%D8%B3%D9%88%D8%A7%D9%86%D8%AD-%D8%B9%D9%85%D8%B1%DB%8C,https://www.urduweb.org/mehfil/forums/%D8%A2%D9%BE-%D8%A8%DB%8C%D8%AA%DB%8C-%D9%88-%D8%B3%D9%88%D8%A7%D9%86%D8%AD-%D8%B9%D9%85%D8%B1%DB%8C.82/
86,ناول,%D9%86%D8%A7%D9%88%D9%84,https://www.urduweb.org/mehfil/forums/%D9%86%D8%A7%D9%88%D9%84.86/
88,داستان,%D8%AF%D8%A7%D8%B3%D8%AA%D8%A7%D9%86,https://www.urduweb.org/mehfil/forums/%D8%AF%D8%A7%D8%B3%D8%AA%D8%A7%D9%86.88/
97,افسانے,%D8%A7%D9%81%D8%B3%D8%A7%D9%86%DB%92,https://www.urduweb.org/mehfil/forums/%D8%A7%D9%81%D8%B3%D8%A7%D9%86%DB%92.97/
80,خطبات و مکتوبات,%D8%AE%D8%B7%D8%A8%D8%A7%D8%AA-%D9%88-%D9%85%DA%A9%D8%AA%D9%88%D8%A8%D8%A7%D8%AA,https://www.urduweb.org/mehfil/forums/%D8%AE%D8%B7%D8%A8%D8%A7%D8%AA-%D9%88-%D9%85%DA%A9%D8%AA%D9%88%D8%A8%D8%A7%D8%AA.80/
78,مقالات,%D9%85%D9%82%D8%A7%D9%84%D8%A7%D8%AA,https://www.urduweb.org/mehfil/forums/%D9%85%D9%82%D8%A7%D9%84%D8%A7%D8%AA.78/
103,مضامین,%D9%85%D8%B6%D8%A7%D9%85%DB%8C%D9%86,https://www.urduweb.org/mehfil/forums/%D9%85%D8%B6%D8%A7%D9%85%DB%8C%D9%86.103/
107,تذکرہ جات,%D8%AA%D8%B0%DA%A9%D8%B1%DB%81-%D8%AC%D8%A7%D8%AA,https://www.urduweb.org/mehfil/forums/%D8%AA%D8%B0%DA%A9%D8%B1%DB%81-%D8%AC%D8%A7%D8%AA.107/
108,مصاحبہ (انٹرویو),%D9%85%D8%B5%D8%A7%D8%AD%D8%A8%DB%81-%D8%A7%D9%86%D9%B9%D8%B1%D9%88%DB%8C%D9%88,https://www.urduweb.org/mehfil/forums/%D9%85%D8%B5%D8%A7%D8%AD%D8%A8%DB%81-%D8%A7%D9%86%D9%B9%D8%B1%D9%88%DB%8C%D9%88.108/
109,خاکہ نگاری,%D8%AE%D8%A7%DA%A9%DB%81-%D9%86%DA%AF%D8%A7%D8%B1%DB%8C,https://www.urduweb.org/mehfil/forums/%D8%AE%D8%A7%DA%A9%DB%81-%D9%86%DA%AF%D8%A7%D8%B1%DB%8C.109/
111,تراجم,%D8%AA%D8%B1%D8%A7%D8%AC%D9%85,https://www.urduweb.org/mehfil/forums/%D8%AA%D8%B1%D8%A7%D8%AC%D9%85.111/
83,مزاح نگاری,%D9%85%D8%B2%D8%A7%D8%AD-%D9%86%DA%AF%D8%A7%D8%B1%DB%8C,https://www.urduweb.org/mehfil/forums/%D9%85%D8%B2%D8%A7%D8%AD-%D9%86%DA%AF%D8%A7%D8%B1%DB%8C.83/
104,شاعری پر تنقیدی مضامین,%D8%B4%D8%A7%D8%B9%D8%B1%DB%8C-%D9%BE%D8%B1-%D8%AA%D9%86%D9%82%DB%8C%D8%AF%DB%8C-%D9%85%D8%B6%D8%A7%D9%85%DB%8C%D9%86,https://www.urduweb.org/mehfil/forums/%D8%B4%D8%A7%D8%B9%D8%B1%DB%8C-%D9%BE%D8%B1-%D8%AA%D9%86%D9%82%DB%8C%D8%AF%DB%8C-%D9%85%D8%B6%D8%A7%D9%85%DB%8C%D9%86.104/
106,نثر پر تنقیدی مضامین,%D9%86%D8%AB%D8%B1-%D9%BE%D8%B1-%D8%AA%D9%86%D9%82%DB%8C%D8%AF%DB%8C-%D9%85%D8%B6%D8%A7%D9%85%DB%8C%D9%86,https://www.urduweb.org/mehfil/forums/%D9%86%D8%AB%D8%B1-%D9%BE%D8%B1-%D8%AA%D9%86%D9%82%DB%8C%D8%AF%DB%8C-%D9%85%D8%B6%D8%A7%D9%85%DB%8C%D9%86.106/
105,تاریخ ادب اردو,%D8%AA%D8%A7%D8%B1%DB%8C%D8%AE-%D8%A7%D8%AF%D8%A8-%D8%A7%D8%B1%D8%AF%D9%88,https://www.urduweb.org/mehfil/forums/%D8%AA%D8%A7%D8%B1%DB%8C%D8%AE-%D8%A7%D8%AF%D8%A8-%D8%A7%D8%B1%D8%AF%D9%88.105/
153,سفرنامہ,%D8%B3%D9%81%D8%B1%D9%86%D8%A7%D9%85%DB%81,https://www.urduweb.org/mehfil/forums/%D8%B3%D9%81%D8%B1%D9%86%D8%A7%D9%85%DB%81.153/
110,رپورتاژ,%D8%B1%D9%BE%D9%88%D8%B1%D8%AA%D8%A7%DA%98,https://www.urduweb.org/mehfil/forums/%D8%B1%D9%BE%D9%88%D8%B1%D8%AA%D8%A7%DA%98.110/
237,غیر افسانوی ادب,%D8%BA%DB%8C%D8%B1-%D8%A7%D9%81%D8%B3%D8%A7%D9%86%D9%88%DB%8C-%D8%A7%D8%AF%D8%A8,https://www.urduweb.org/mehfil/forums/%D8%BA%DB%8C%D8%B1-%D8%A7%D9%81%D8%B3%D8%A7%D9%86%D9%88%DB%8C-%D8%A7%D8%AF%D8%A8.237/
164,جاسوسی ادب (عمران سیریز وغیرہ),%D8%AC%D8%A7%D8%B3%D9%88%D8%B3%DB%8C-%D8%A7%D8%AF%D8%A8-%D8%B9%D9%85%D8%B1%D8%A7%D9%86-%D8%B3%DB%8C%D8%B1%DB%8C%D8%B2-%D9%88%D8%BA%DB%8C%D8%B1%DB%81,https://www.urduweb.org/mehfil/forums/%D8%AC%D8%A7%D8%B3%D9%88%D8%B3%DB%8C-%D8%A7%D8%AF%D8%A8-%D8%B9%D9%85%D8%B1%D8%A7%D9%86-%D8%B3%DB%8C%D8%B1%DB%8C%D8%B2-%D9%88%D8%BA%DB%8C%D8%B1%DB%81.164/
76,اردو شاعری,%D8%A7%D8%B1%D8%AF%D9%88-%D8%B4%D8%A7%D8%B9%D8%B1%DB%8C,https://www.urduweb.org/mehfil/forums/%D8%A7%D8%B1%D8%AF%D9%88-%D8%B4%D8%A7%D8%B9%D8%B1%DB%8C.76/
112,مرثیہ,%D9%85%D8%B1%D8%AB%DB%8C%DB%81,https://www.urduweb.org/mehfil/forums/%D9%85%D8%B1%D8%AB%DB%8C%DB%81.112/
98,مزاحیہ شاعری,%D9%85%D8%B2%D8%A7%D8%AD%DB%8C%DB%81-%D8%B4%D8%A7%D8%B9%D8%B1%DB%8C,https://www.urduweb.org/mehfil/forums/%D9%85%D8%B2%D8%A7%D8%AD%DB%8C%DB%81-%D8%B4%D8%A7%D8%B9%D8%B1%DB%8C.98/
151,ہائیکو,%DB%81%D8%A7%D8%A6%DB%8C%DA%A9%D9%88,https://www.urduweb.org/mehfil/forums/%DB%81%D8%A7%D8%A6%DB%8C%DA%A9%D9%88.151/
152,امیرخسرو,%D8%A7%D9%85%DB%8C%D8%B1%D8%AE%D8%B3%D8%B1%D9%88,https://www.urduweb.org/mehfil/forums/%D8%A7%D9%85%DB%8C%D8%B1%D8%AE%D8%B3%D8%B1%D9%88.152/
77,اقبالیات,%D8%A7%D9%82%D8%A8%D8%A7%D9%84%DB%8C%D8%A7%D8%AA,https://www.urduweb.org/mehfil/forums/%D8%A7%D9%82%D8%A8%D8%A7%D9%84%DB%8C%D8%A7%D8%AA.77/
85,غالبیات,%D8%BA%D8%A7%D9%84%D8%A8%DB%8C%D8%A7%D8%AA,https://www.urduweb.org/mehfil/forums/%D8%BA%D8%A7%D9%84%D8%A8%DB%8C%D8%A7%D8%AA.85/
84,سرسید احمد خان,%D8%B3%D8%B1%D8%B3%DB%8C%D8%AF-%D8%A7%D8%AD%D9%85%D8%AF-%D8%AE%D8%A7%D9%86,https://www.urduweb.org/mehfil/forums/%D8%B3%D8%B1%D8%B3%DB%8C%D8%AF-%D8%A7%D8%AD%D9%85%D8%AF-%D8%AE%D8%A7%D9%86.84/
113,گوشہ اطفال,%DA%AF%D9%88%D8%B4%DB%81-%D8%A7%D8%B7%D9%81%D8%A7%D9%84,https://www.urduweb.org/mehfil/forums/%DA%AF%D9%88%D8%B4%DB%81-%D8%A7%D8%B7%D9%81%D8%A7%D9%84.113/
258,بچوں کی نظمیں,%D8%A8%DA%86%D9%88%DA%BA-%DA%A9%DB%8C-%D9%86%D8%B8%D9%85%DB%8C%DA%BA,https://www.urduweb.org/mehfil/forums/%D8%A8%DA%86%D9%88%DA%BA-%DA%A9%DB%8C-%D9%86%D8%B8%D9%85%DB%8C%DA%BA.258/
128,General Discussion,general-discussion,https://www.urduweb.org/mehfil/forums/general-discussion.128/
204,Quotes and Images,quotes-and-images,https://www.urduweb.org/mehfil/forums/quotes-and-images.204/
205,Jokes,jokes,https://www.urduweb.org/mehfil/forums/jokes.205/
211,Games Corner,games-corner,https://www.urduweb.org/mehfil/forums/games-corner.211/
